10200 0.25
2 6243 test1673
2 3276 test1674
2 197 test1675
2 2159 test1676
2 6605 test1677
2 1057 test1678
2 787 test1679
2 6230 test1680
2 1263 test1681
2 1295 test1682
2 1490 test1683
2 2440 test1684
2 6371 test1685
2 1103 test1686
2 9908 test1687
2 8981 test1688
2 4467 test1689
2 1336 test1690
2 4664 test1691
2 7214 test1692
2 5875 test1693
2 2096 test1694
2 9780 test1695
2 5840 test1696
2 2907 test1697
2 7487 test1698
2 7582 test1699
1 
2 3761 test1700
2 162 test1701
2 2723 test1702
2 1066 test1703
2 2662 test1704
2 2933 test1705
2 2426 test1706
2 1774 test1707
2 7887 test1708
2 5944 test1709
2 3807 test1710
2 689 test1711
2 6927 test1712
2 707 test1713
2 6004 test1714
2 8433 test1715
2 1339 test1716
2 7198 test1717
2 7688 test1718
2 8084 test1719
2 9455 test1720
2 3239 test1721
2 357 test1722
2 9367 test1723
2 4327 test1724
2 6688 test1725
2 4120 test1726
2 1458 test1727
2 5121 test1728
2 8470 test1729
2 5758 test1730
2 7452 test1731
2 8685 test1732
2 2395 test1733
2 5080 test1734
2 9306 test1735
2 3741 test1736
2 5973 test1737
2 2715 test1738
2 7667 test1739
2 2735 test1740
2 608 test1741
2 9847 test1742
2 1552 test1743
2 2292 test1744
2 9566 test1745
2 4577 test1746
2 4607 test1747
2 9980 test1748
2 6975 test1749
1 
2 846 test1750
2 902 test1751
2 9760 test1752
2 2203 test1753
2 1679 test1754
2 2724 test1755
2 8732 test1756
2 8588 test1757
2 2276 test1758
2 4947 test1759
2 599 test1760
2 2409 test1761
2 2382 test1762
2 6634 test1763
2 1232 test1764
2 5485 test1765
2 2758 test1766
2 8895 test1767
2 6295 test1768
2 1223 test1769
2 8115 test1770
2 2938 test1771
2 9221 test1772
2 9946 test1773
2 6571 test1774
2 692 test1775
2 8520 test1776
2 9188 test1777
2 1802 test1778
2 9406 test1779
2 6431 test1780
2 3963 test1781
2 7368 test1782
2 7774 test1783
2 8063 test1784
2 4275 test1785
2 5690 test1786
2 7444 test1787
2 8192 test1788
2 9693 test1789
2 8439 test1790
2 5900 test1791
2 9527 test1792
2 3994 test1793
2 901 test1794
2 3036 test1795
2 9840 test1796
2 1949 test1797
2 943 test1798
2 8444 test1799
1 
2 9735 test1800
2 5038 test1801
2 6294 test1802
2 1189 test1803
2 3812 test1804
2 2522 test1805
2 2610 test1806
2 8194 test1807
2 8353 test1808
2 7128 test1809
2 5810 test1810
2 1891 test1811
2 9832 test1812
2 6023 test1813
2 1319 test1814
2 9073 test1815
2 9406 test1816
2 4754 test1817
2 3322 test1818
2 3628 test1819
2 9751 test1820
2 710 test1821
2 69 test1822
2 4991 test1823
2 6404 test1824
2 8378 test1825
2 5301 test1826
2 7205 test1827
2 7104 test1828
2 1293 test1829
2 5978 test1830
2 9781 test1831
2 1282 test1832
2 3422 test1833
2 2280 test1834
2 3129 test1835
2 7887 test1836
2 1732 test1837
2 397 test1838
2 4941 test1839
2 2272 test1840
2 9646 test1841
2 8399 test1842
2 7346 test1843
2 4748 test1844
2 4789 test1845
2 9985 test1846
2 3842 test1847
2 706 test1848
2 7005 test1849
1 
2 5458 test1850
2 9485 test1851
2 8117 test1852
2 9466 test1853
2 931 test1854
2 5186 test1855
2 2339 test1856
2 9520 test1857
2 4723 test1858
2 4186 test1859
2 1892 test1860
2 5362 test1861
2 4425 test1862
2 5327 test1863
2 5804 test1864
2 3900 test1865
2 9004 test1866
2 3018 test1867
2 5293 test1868
2 3629 test1869
2 7858 test1870
2 9033 test1871
2 3180 test1872
2 7787 test1873
2 3972 test1874
2 9887 test1875
2 9389 test1876
2 5882 test1877
2 5242 test1878
2 3237 test1879
2 1774 test1880
2 5976 test1881
2 7432 test1882
2 6270 test1883
2 1550 test1884
2 1263 test1885
2 1140 test1886
2 1001 test1887
2 5960 test1888
2 1230 test1889
2 403 test1890
2 575 test1891
2 2848 test1892
2 8737 test1893
2 512 test1894
2 220 test1895
2 9080 test1896
2 1932 test1897
2 8440 test1898
2 4011 test1899
1 
2 4911 test1900
2 1607 test1901
2 2084 test1902
2 5114 test1903
2 7303 test1904
2 6163 test1905
2 4 test1906
2 365 test1907
2 6961 test1908
2 3067 test1909
2 3269 test1910
2 6798 test1911
2 6343 test1912
2 4725 test1913
2 4895 test1914
2 3954 test1915
2 2742 test1916
2 4168 test1917
2 9869 test1918
2 5110 test1919
2 6071 test1920
2 4552 test1921
2 7753 test1922
2 3192 test1923
2 2024 test1924
2 6700 test1925
2 9859 test1926
2 7378 test1927
2 6443 test1928
2 5457 test1929
2 5022 test1930
2 9506 test1931
2 3354 test1932
2 599 test1933
2 4008 test1934
2 3029 test1935
2 342 test1936
2 1673 test1937
2 6260 test1938
2 321 test1939
2 3579 test1940
2 4666 test1941
2 1590 test1942
2 4450 test1943
2 1953 test1944
2 7035 test1945
2 3962 test1946
2 4764 test1947
2 2610 test1948
2 6617 test1949
1 
2 3729 test1950
2 9919 test1951
2 1395 test1952
2 7875 test1953
2 7161 test1954
2 8361 test1955
2 3552 test1956
2 2857 test1957
2 4407 test1958
2 5 test1959
2 6729 test1960
2 5744 test1961
2 4260 test1962
2 8913 test1963
2 4435 test1964
2 8002 test1965
2 3058 test1966
2 7501 test1967
2 1740 test1968
2 2226 test1969
2 6217 test1970
2 4751 test1971
2 9311 test1972
2 8653 test1973
2 6210 test1974
2 9572 test1975
2 7008 test1976
2 5596 test1977
2 30 test1978
2 8289 test1979
2 4484 test1980
2 5366 test1981
2 6052 test1982
2 8231 test1983
2 2064 test1984
2 3362 test1985
2 9927 test1986
2 4565 test1987
2 9741 test1988
2 6202 test1989
2 2688 test1990
2 7975 test1991
2 6069 test1992
2 2844 test1993
2 9036 test1994
2 9437 test1995
2 1709 test1996
2 5994 test1997
2 228 test1998
2 5382 test1999
1 
2 9726 test2000
2 6337 test2001
2 9253 test2002
2 4699 test2003
2 4033 test2004
2 5398 test2005
2 3372 test2006
2 8616 test2007
2 2231 test2008
2 1004 test2009
2 736 test2010
2 7269 test2011
2 6754 test2012
2 3987 test2013
2 5371 test2014
2 5107 test2015
2 3604 test2016
2 5178 test2017
2 2790 test2018
2 3953 test2019
2 3970 test2020
2 7717 test2021
2 9409 test2022
2 7086 test2023
2 6052 test2024
2 1817 test2025
2 7452 test2026
2 9449 test2027
2 2140 test2028
2 1540 test2029
2 2900 test2030
2 3925 test2031
2 2464 test2032
2 2731 test2033
2 2221 test2034
2 9480 test2035
2 9110 test2036
2 8971 test2037
2 7768 test2038
2 4626 test2039
2 3755 test2040
2 800 test2041
2 418 test2042
2 1307 test2043
2 6719 test2044
2 2532 test2045
2 4921 test2046
2 837 test2047
2 1713 test2048
2 6735 test2049
1 
2 428 test2050
2 8161 test2051
2 195 test2052
2 1004 test2053
2 3214 test2054
2 6765 test2055
2 905 test2056
2 861 test2057
2 1190 test2058
2 7051 test2059
2 4724 test2060
2 8597 test2061
2 4422 test2062
2 269 test2063
2 7397 test2064
2 5283 test2065
2 5429 test2066
2 6972 test2067
2 2000 test2068
2 7166 test2069
2 9963 test2070
2 5415 test2071
2 9791 test2072
2 8364 test2073
2 9673 test2074
2 6680 test2075
2 9375 test2076
2 5981 test2077
2 6755 test2078
2 9571 test2079
2 4267 test2080
2 1620 test2081
2 187 test2082
2 7449 test2083
2 5476 test2084
2 693 test2085
2 5515 test2086
2 3353 test2087
2 9050 test2088
2 201 test2089
2 5295 test2090
2 229 test2091
2 3881 test2092
2 831 test2093
2 4620 test2094
2 3714 test2095
2 354 test2096
2 5262 test2097
2 6241 test2098
2 6233 test2099
1 
2 8581 test2100
2 1845 test2101
2 1081 test2102
2 2938 test2103
2 1640 test2104
2 99 test2105
2 7225 test2106
2 5825 test2107
2 935 test2108
2 7506 test2109
2 5932 test2110
2 3521 test2111
2 5752 test2112
2 9901 test2113
2 1961 test2114
2 2396 test2115
2 3833 test2116
2 5699 test2117
2 8445 test2118
2 4548 test2119
2 3545 test2120
2 8308 test2121
2 8475 test2122
2 4908 test2123
2 511 test2124
2 1960 test2125
2 7661 test2126
2 2856 test2127
2 8123 test2128
2 2687 test2129
2 1557 test2130
2 9955 test2131
2 9335 test2132
2 707 test2133
2 8596 test2134
2 7328 test2135
2 1802 test2136
2 9769 test2137
2 3238 test2138
2 1288 test2139
2 9161 test2140
2 5927 test2141
2 7561 test2142
2 2945 test2143
2 2554 test2144
2 2575 test2145
2 3128 test2146
2 7967 test2147
2 2998 test2148
2 2137 test2149
1 
2 5640 test2150
2 4964 test2151
2 682 test2152
2 8992 test2153
2 3182 test2154
2 7300 test2155
2 1467 test2156
2 2002 test2157
2 10 test2158
2 4692 test2159
2 99 test2160
2 3915 test2161
2 6149 test2162
2 9376 test2163
2 6780 test2164
2 3019 test2165
2 3042 test2166
2 7531 test2167
2 7496 test2168
2 995 test2169
2 7780 test2170
2 1937 test2171
2 5739 test2172
2 3520 test2173
2 2028 test2174
2 777 test2175
2 5414 test2176
2 6926 test2177
2 1341 test2178
2 134 test2179
2 2496 test2180
2 8397 test2181
2 4031 test2182
2 2717 test2183
2 7474 test2184
2 5697 test2185
2 3259 test2186
2 1440 test2187
2 336 test2188
2 3043 test2189
2 345 test2190
2 8457 test2191
2 3279 test2192
2 4693 test2193
2 7988 test2194
2 2530 test2195
2 9591 test2196
2 3139 test2197
2 1223 test2198
2 3089 test2199
1 
2 343 test2200
2 677 test2201
2 2487 test2202
2 7282 test2203
2 1680 test2204
2 4241 test2205
2 380 test2206
2 7484 test2207
2 4367 test2208
2 4621 test2209
2 1436 test2210
2 405 test2211
2 7450 test2212
2 8786 test2213
2 230 test2214
2 7249 test2215
2 6213 test2216
2 1276 test2217
2 552 test2218
2 5622 test2219
2 6641 test2220
2 3614 test2221
2 6734 test2222
2 9675 test2223
2 3619 test2224
2 7810 test2225
2 9560 test2226
2 3215 test2227
2 7021 test2228
2 6222 test2229
2 342 test2230
2 9685 test2231
2 4971 test2232
2 5986 test2233
2 6434 test2234
2 3229 test2235
2 6779 test2236
2 6078 test2237
2 4362 test2238
2 4350 test2239
2 5434 test2240
2 9649 test2241
2 185 test2242
2 2784 test2243
2 3591 test2244
2 8652 test2245
2 8866 test2246
2 2662 test2247
2 5351 test2248
2 1300 test2249
1 
2 1912 test2250
2 1176 test2251
2 8116 test2252
2 8934 test2253
2 5756 test2254
2 3535 test2255
2 7090 test2256
2 6901 test2257
2 6979 test2258
2 585 test2259
2 5424 test2260
2 4432 test2261
2 3235 test2262
2 2188 test2263
2 263 test2264
2 1343 test2265
2 7099 test2266
2 8535 test2267
2 8339 test2268
2 5579 test2269
2 5548 test2270
2 2276 test2271
2 2634 test2272
2 1821 test2273
2 712 test2274
2 3226 test2275
2 4477 test2276
2 7950 test2277
2 9158 test2278
2 9567 test2279
2 8395 test2280
2 6510 test2281
2 2206 test2282
2 8395 test2283
2 573 test2284
2 9777 test2285
2 9975 test2286
2 2935 test2287
2 4401 test2288
2 8627 test2289
2 506 test2290
2 5684 test2291
2 614 test2292
2 6156 test2293
2 7219 test2294
2 4297 test2295
2 5888 test2296
2 847 test2297
2 7284 test2298
2 7412 test2299
1 
2 7577 test2300
2 9212 test2301
2 5478 test2302
2 1009 test2303
2 3381 test2304
2 8358 test2305
2 1917 test2306
2 712 test2307
2 720 test2308
2 8990 test2309
2 1558 test2310
2 3393 test2311
2 4406 test2312
2 3390 test2313
2 688 test2314
2 3987 test2315
2 8958 test2316
2 8130 test2317
2 1684 test2318
2 9513 test2319
2 6356 test2320
2 7360 test2321
2 2050 test2322
2 6982 test2323
2 8673 test2324
2 8552 test2325
2 9449 test2326
2 6496 test2327
2 9578 test2328
2 4215 test2329
2 7139 test2330
2 2695 test2331
2 850 test2332
2 5142 test2333
2 539 test2334
2 7417 test2335
2 7565 test2336
2 4559 test2337
2 4860 test2338
2 7038 test2339
2 2370 test2340
2 1807 test2341
2 8167 test2342
2 8382 test2343
2 7579 test2344
2 7399 test2345
2 3232 test2346
2 3 test2347
2 9660 test2348
2 540 test2349
1 
2 534 test2350
2 7577 test2351
2 46 test2352
2 6351 test2353
2 7709 test2354
2 8241 test2355
2 7063 test2356
2 4039 test2357
2 2378 test2358
2 5205 test2359
2 8872 test2360
2 4650 test2361
2 4970 test2362
2 6118 test2363
2 9379 test2364
2 891 test2365
2 5855 test2366
2 5009 test2367
2 9894 test2368
2 3501 test2369
2 6040 test2370
2 2816 test2371
2 6968 test2372
2 5477 test2373
2 2268 test2374
2 9116 test2375
2 2895 test2376
2 7165 test2377
2 5235 test2378
2 5376 test2379
2 8588 test2380
2 965 test2381
2 273 test2382
2 6425 test2383
2 1220 test2384
2 2356 test2385
2 4480 test2386
2 7978 test2387
2 5131 test2388
2 9053 test2389
2 8297 test2390
2 9293 test2391
2 6319 test2392
2 1165 test2393
2 9374 test2394
2 2787 test2395
2 9310 test2396
2 480 test2397
2 4855 test2398
2 2748 test2399
1 
2 518 test2400
2 2115 test2401
2 5751 test2402
2 5025 test2403
2 4391 test2404
2 4356 test2405
2 8938 test2406
2 302 test2407
2 9910 test2408
2 389 test2409
2 381 test2410
2 8926 test2411
2 8609 test2412
2 3184 test2413
2 1002 test2414
2 2879 test2415
2 3834 test2416
2 1333 test2417
2 1183 test2418
2 2325 test2419
2 7746 test2420
2 4174 test2421
2 6810 test2422
2 1434 test2423
2 2659 test2424
2 6227 test2425
2 7459 test2426
2 67 test2427
2 4761 test2428
2 5689 test2429
2 3382 test2430
2 3102 test2431
2 9838 test2432
2 886 test2433
2 6971 test2434
2 6055 test2435
2 2770 test2436
2 5664 test2437
2 9236 test2438
2 5977 test2439
2 3684 test2440
2 9763 test2441
2 1010 test2442
2 4849 test2443
2 1007 test2444
2 1777 test2445
2 3364 test2446
2 8543 test2447
2 3075 test2448
2 2995 test2449
1 
2 6254 test2450
2 5830 test2451
2 1854 test2452
2 1918 test2453
2 5042 test2454
2 8723 test2455
2 7239 test2456
2 2705 test2457
2 861 test2458
2 6074 test2459
2 5783 test2460
2 4091 test2461
2 6656 test2462
2 9387 test2463
2 2437 test2464
2 2505 test2465
2 6634 test2466
2 3476 test2467
2 2157 test2468
2 3885 test2469
2 4654 test2470
2 624 test2471
2 5484 test2472
2 3434 test2473
2 2470 test2474
2 7101 test2475
2 1706 test2476
2 5372 test2477
2 6500 test2478
2 9035 test2479
2 6388 test2480
2 5508 test2481
2 1521 test2482
2 1072 test2483
2 2516 test2484
2 2257 test2485
2 7940 test2486
2 7993 test2487
2 64 test2488
2 8714 test2489
2 5024 test2490
2 5275 test2491
2 2957 test2492
2 8376 test2493
2 3610 test2494
2 1528 test2495
2 1661 test2496
2 1569 test2497
2 134 test2498
2 8604 test2499
1 
2 9260 test2500
2 1919 test2501
2 1501 test2502
2 5111 test2503
2 6162 test2504
2 1711 test2505
2 4605 test2506
2 3429 test2507
2 6102 test2508
2 8453 test2509
2 6861 test2510
2 8089 test2511
2 3504 test2512
2 5516 test2513
2 9323 test2514
2 5273 test2515
2 105 test2516
2 5803 test2517
2 1445 test2518
2 8642 test2519
2 946 test2520
2 2579 test2521
2 8976 test2522
2 6539 test2523
2 9613 test2524
2 7046 test2525
2 4888 test2526
2 7464 test2527
2 6843 test2528
2 8642 test2529
2 5508 test2530
2 8501 test2531
2 8035 test2532
2 5402 test2533
2 7301 test2534
2 8194 test2535
2 2956 test2536
2 197 test2537
2 5339 test2538
2 8302 test2539
2 5015 test2540
2 31 test2541
2 8212 test2542
2 4428 test2543
2 5420 test2544
2 3582 test2545
2 2786 test2546
2 307 test2547
2 7920 test2548
2 7424 test2549
1 
2 9272 test2550
2 9345 test2551
2 3120 test2552
2 9600 test2553
2 3905 test2554
2 9103 test2555
2 7036 test2556
2 2871 test2557
2 108 test2558
2 1087 test2559
2 6723 test2560
2 3471 test2561
2 6264 test2562
2 8513 test2563
2 6070 test2564
2 5666 test2565
2 9016 test2566
2 8374 test2567
2 8012 test2568
2 113 test2569
2 2340 test2570
2 2908 test2571
2 66 test2572
2 1824 test2573
2 6956 test2574
2 808 test2575
2 8604 test2576
2 6991 test2577
2 376 test2578
2 1602 test2579
2 5437 test2580
2 3060 test2581
2 8097 test2582
2 4842 test2583
2 5727 test2584
2 5028 test2585
2 4934 test2586
2 1928 test2587
2 5535 test2588
2 704 test2589
2 3260 test2590
2 6769 test2591
2 5496 test2592
2 6348 test2593
2 5766 test2594
2 1094 test2595
2 4810 test2596
2 6683 test2597
2 5052 test2598
2 4838 test2599
1 
2 5879 test2600
2 4102 test2601
2 7723 test2602
2 1091 test2603
2 8538 test2604
2 1275 test2605
2 8649 test2606
2 8546 test2607
2 5572 test2608
2 7826 test2609
2 7267 test2610
2 3020 test2611
2 1972 test2612
2 1435 test2613
2 2709 test2614
2 3922 test2615
2 8050 test2616
2 2627 test2617
2 4405 test2618
2 989 test2619
2 5657 test2620
2 5894 test2621
2 188 test2622
2 1363 test2623
2 3183 test2624
2 7550 test2625
2 2034 test2626
2 2326 test2627
2 7458 test2628
2 6185 test2629
2 3669 test2630
2 2406 test2631
2 8944 test2632
2 8281 test2633
2 710 test2634
2 9783 test2635
2 6595 test2636
2 7044 test2637
2 6320 test2638
2 8797 test2639
2 7863 test2640
2 1116 test2641
2 4629 test2642
2 3443 test2643
2 7865 test2644
2 6265 test2645
2 1319 test2646
2 1244 test2647
2 863 test2648
2 5794 test2649
1 
2 8352 test2650
2 8992 test2651
2 1758 test2652
2 7579 test2653
2 2319 test2654
2 4552 test2655
2 6859 test2656
2 5993 test2657
2 4096 test2658
2 261 test2659
2 6258 test2660
2 6176 test2661
2 9638 test2662
2 2043 test2663
2 3724 test2664
2 4365 test2665
2 1687 test2666
2 9019 test2667
2 225 test2668
2 160 test2669
2 7012 test2670
2 9325 test2671
2 9978 test2672
2 4736 test2673
2 4787 test2674
2 6652 test2675
2 7841 test2676
2 7955 test2677
2 6380 test2678
2 3884 test2679
2 5751 test2680
2 6021 test2681
2 5436 test2682
2 1271 test2683
2 1122 test2684
2 5989 test2685
2 2489 test2686
2 1268 test2687
2 7153 test2688
2 2192 test2689
2 1587 test2690
2 7321 test2691
2 4622 test2692
2 3973 test2693
2 8387 test2694
2 8887 test2695
2 6991 test2696
2 8039 test2697
2 5859 test2698
2 3620 test2699
1 
2 5480 test2700
2 9393 test2701
2 9450 test2702
2 5191 test2703
2 304 test2704
2 7491 test2705
2 9714 test2706
2 5483 test2707
2 126 test2708
2 6603 test2709
2 7319 test2710
2 4422 test2711
2 1681 test2712
2 5807 test2713
2 4478 test2714
2 4116 test2715
2 9897 test2716
2 5815 test2717
2 1599 test2718
2 5164 test2719
2 8181 test2720
2 2327 test2721
2 3889 test2722
2 5316 test2723
2 3226 test2724
2 4522 test2725
2 17 test2726
2 9504 test2727
2 4508 test2728
2 6458 test2729
2 9374 test2730
2 6342 test2731
2 3612 test2732
2 8780 test2733
2 5332 test2734
2 8701 test2735
2 1935 test2736
2 8953 test2737
2 6452 test2738
2 7636 test2739
2 5862 test2740
2 2742 test2741
2 9724 test2742
2 2399 test2743
2 5887 test2744
2 4325 test2745
2 1736 test2746
2 6443 test2747
2 9304 test2748
2 5220 test2749
1 
2 9124 test2750
2 7795 test2751
2 1115 test2752
2 7556 test2753
2 876 test2754
2 9259 test2755
2 3658 test2756
2 7716 test2757
2 9987 test2758
2 8538 test2759
2 4072 test2760
2 235 test2761
2 5853 test2762
2 6341 test2763
2 6578 test2764
2 5589 test2765
2 4329 test2766
2 5989 test2767
2 2488 test2768
2 6533 test2769
2 9406 test2770
2 6586 test2771
2 4268 test2772
2 6680 test2773
2 8208 test2774
2 9738 test2775
2 1878 test2776
2 8474 test2777
2 1391 test2778
2 4034 test2779
2 7585 test2780
2 4578 test2781
2 1757 test2782
2 7917 test2783
2 2950 test2784
2 7944 test2785
2 1322 test2786
2 5426 test2787
2 6035 test2788
2 7927 test2789
2 4270 test2790
2 9991 test2791
2 1287 test2792
2 5374 test2793
2 3506 test2794
2 5460 test2795
2 6364 test2796
2 5152 test2797
2 2011 test2798
2 3667 test2799
1 
2 994 test2800
2 795 test2801
2 1315 test2802
2 3203 test2803
2 3636 test2804
2 5574 test2805
2 4902 test2806
2 8875 test2807
2 6489 test2808
2 9395 test2809
2 2935 test2810
2 2507 test2811
2 474 test2812
2 7316 test2813
2 6845 test2814
2 4735 test2815
2 8779 test2816
2 1785 test2817
2 7373 test2818
2 1037 test2819
2 6055 test2820
2 2184 test2821
2 4693 test2822
2 6029 test2823
2 1404 test2824
2 8870 test2825
2 8321 test2826
2 7944 test2827
2 6576 test2828
2 8721 test2829
2 4062 test2830
2 9401 test2831
2 127 test2832
2 7872 test2833
2 3929 test2834
2 5297 test2835
2 7138 test2836
2 8978 test2837
2 7043 test2838
2 391 test2839
2 1214 test2840
2 9779 test2841
2 7300 test2842
2 1931 test2843
2 5638 test2844
2 365 test2845
2 6664 test2846
2 7611 test2847
2 6685 test2848
2 347 test2849
1 
2 8698 test2850
2 8191 test2851
2 492 test2852
2 6921 test2853
2 4284 test2854
2 1471 test2855
2 7548 test2856
2 615 test2857
2 6768 test2858
2 4453 test2859
2 8785 test2860
2 9132 test2861
2 4374 test2862
2 9053 test2863
2 6452 test2864
2 2008 test2865
2 1011 test2866
2 7753 test2867
2 8923 test2868
2 9553 test2869
2 8298 test2870
2 2528 test2871
2 2582 test2872
2 415 test2873
2 2602 test2874
2 2054 test2875
2 105 test2876
2 4019 test2877
2 1955 test2878
2 4199 test2879
2 6145 test2880
2 9890 test2881
2 4341 test2882
2 9421 test2883
2 4821 test2884
2 7023 test2885
2 8216 test2886
2 2978 test2887
2 8651 test2888
2 7078 test2889
2 8210 test2890
2 7615 test2891
2 3843 test2892
2 7734 test2893
2 7656 test2894
2 1250 test2895
2 3316 test2896
2 1558 test2897
2 5508 test2898
2 7070 test2899
1 
2 1505 test2900
2 9544 test2901
2 5663 test2902
2 4556 test2903
2 6008 test2904
2 3754 test2905
2 5916 test2906
2 6336 test2907
2 4375 test2908
2 3273 test2909
2 7361 test2910
2 7863 test2911
2 2571 test2912
2 880 test2913
2 1538 test2914
2 1963 test2915
2 9414 test2916
2 5199 test2917
2 3932 test2918
2 2041 test2919
2 4588 test2920
2 5879 test2921
2 1435 test2922
2 938 test2923
2 6075 test2924
2 4529 test2925
2 3096 test2926
2 3117 test2927
2 2564 test2928
2 7822 test2929
2 3650 test2930
2 5542 test2931
2 5210 test2932
2 9449 test2933
2 5511 test2934
2 1327 test2935
2 1254 test2936
2 6713 test2937
2 9136 test2938
2 3084 test2939
2 580 test2940
2 4931 test2941
2 6007 test2942
2 8925 test2943
2 894 test2944
2 5420 test2945
2 6021 test2946
2 6477 test2947
2 7748 test2948
2 6475 test2949
1 
2 6748 test2950
2 4680 test2951
2 5748 test2952
2 5789 test2953
2 894 test2954
2 9385 test2955
2 667 test2956
2 530 test2957
2 8073 test2958
2 8848 test2959
2 2680 test2960
2 2869 test2961
2 5903 test2962
2 659 test2963
2 5257 test2964
2 3674 test2965
2 1558 test2966
2 8844 test2967
2 4197 test2968
2 8863 test2969
2 7336 test2970
2 8096 test2971
2 1669 test2972
2 6069 test2973
2 568 test2974
2 6159 test2975
2 3535 test2976
2 4568 test2977
2 1858 test2978
2 9895 test2979
2 7761 test2980
2 3849 test2981
2 2877 test2982
2 227 test2983
2 8727 test2984
2 4925 test2985
2 2465 test2986
2 9537 test2987
2 6777 test2988
2 494 test2989
2 9279 test2990
2 4033 test2991
2 5619 test2992
2 2767 test2993
2 5809 test2994
2 2522 test2995
2 1842 test2996
2 9997 test2997
2 8334 test2998
2 86 test2999
1 
2 3864 test3000
2 3249 test3001
2 9338 test3002
2 7918 test3003
2 4765 test3004
2 6626 test3005
2 2536 test3006
2 6560 test3007
2 9042 test3008
2 1176 test3009
2 4669 test3010
2 2716 test3011
2 9827 test3012
2 9995 test3013
2 5219 test3014
2 4111 test3015
2 5640 test3016
2 1530 test3017
2 9862 test3018
2 9654 test3019
2 871 test3020
2 5287 test3021
2 6590 test3022
2 6468 test3023
2 1018 test3024
2 2639 test3025
2 4730 test3026
2 4462 test3027
2 1513 test3028
2 616 test3029
2 3877 test3030
2 6436 test3031
2 8468 test3032
2 1779 test3033
2 3480 test3034
2 2042 test3035
2 2848 test3036
2 2288 test3037
2 9868 test3038
2 9957 test3039
2 2539 test3040
2 2625 test3041
2 7082 test3042
2 6785 test3043
2 8684 test3044
2 3783 test3045
2 9281 test3046
2 9854 test3047
2 2268 test3048
2 2136 test3049
1 
2 1522 test3050
2 3916 test3051
2 6859 test3052
2 2755 test3053
2 699 test3054
2 1771 test3055
2 8273 test3056
2 5370 test3057
2 9071 test3058
2 8149 test3059
2 6002 test3060
2 653 test3061
2 8863 test3062
2 3943 test3063
2 7533 test3064
2 9720 test3065
2 1127 test3066
2 186 test3067
2 3185 test3068
2 7970 test3069
2 4583 test3070
2 144 test3071
2 1437 test3072
2 8118 test3073
2 7564 test3074
2 4810 test3075
2 3874 test3076
2 9199 test3077
2 9163 test3078
2 4007 test3079
2 2518 test3080
2 3261 test3081
2 2601 test3082
2 3734 test3083
2 7400 test3084
2 6324 test3085
2 9034 test3086
2 5500 test3087
2 1276 test3088
2 5651 test3089
2 1524 test3090
2 9201 test3091
2 7890 test3092
2 1890 test3093
2 5775 test3094
2 6021 test3095
2 439 test3096
2 52 test3097
2 9851 test3098
2 2144 test3099
1 
2 2455 test3100
2 1596 test3101
2 8750 test3102
2 8967 test3103
2 1884 test3104
2 7772 test3105
2 2441 test3106
2 7659 test3107
2 3192 test3108
2 6377 test3109
2 1781 test3110
2 6763 test3111
2 5372 test3112
2 9402 test3113
2 2031 test3114
2 3369 test3115
2 4579 test3116
2 8592 test3117
2 5310 test3118
2 58 test3119
2 2094 test3120
2 383 test3121
2 8429 test3122
2 4455 test3123
2 3724 test3124
2 3017 test3125
2 57 test3126
2 8273 test3127
2 9173 test3128
2 9756 test3129
2 2584 test3130
2 3681 test3131
2 4835 test3132
2 3762 test3133
2 8660 test3134
2 9630 test3135
2 1422 test3136
2 9783 test3137
2 3987 test3138
2 1511 test3139
2 9234 test3140
2 8552 test3141
2 9396 test3142
2 3632 test3143
2 5440 test3144
2 2006 test3145
2 7400 test3146
2 2489 test3147
2 4590 test3148
2 1705 test3149
1 
2 2907 test3150
2 6346 test3151
2 8123 test3152
2 1841 test3153
2 4942 test3154
2 1627 test3155
2 4787 test3156
2 5112 test3157
2 1298 test3158
2 5279 test3159
2 2907 test3160
2 7716 test3161
2 5506 test3162
2 6753 test3163
2 8682 test3164
2 7944 test3165
2 4557 test3166
2 8487 test3167
2 9797 test3168
2 2218 test3169
2 767 test3170
2 3731 test3171
2 8021 test3172
2 6783 test3173
2 1324 test3174
2 6441 test3175
2 6006 test3176
2 4723 test3177
2 6776 test3178
2 1274 test3179
2 4495 test3180
2 4485 test3181
2 118 test3182
2 1022 test3183
2 9129 test3184
2 5310 test3185
2 650 test3186
2 3329 test3187
2 6397 test3188
2 9170 test3189
2 7213 test3190
2 3988 test3191
2 9615 test3192
2 1855 test3193
2 9197 test3194
2 6708 test3195
2 2529 test3196
2 5522 test3197
2 8686 test3198
2 8776 test3199
1 
2 5861 test3200
2 186 test3201
2 1345 test3202
2 5891 test3203
2 2467 test3204
2 9540 test3205
2 8416 test3206
2 9978 test3207
2 4739 test3208
2 3157 test3209
2 2819 test3210
2 7056 test3211
2 6632 test3212
2 4582 test3213
2 8146 test3214
2 3100 test3215
2 1402 test3216
2 3001 test3217
2 4887 test3218
2 1724 test3219
2 2829 test3220
2 7786 test3221
2 6846 test3222
2 1763 test3223
2 7619 test3224
2 9777 test3225
2 7581 test3226
2 7470 test3227
2 2363 test3228
2 7700 test3229
2 6058 test3230
2 3636 test3231
2 8036 test3232
2 7498 test3233
