102000 0.0
2 542728 test30635
2 438887 test30636
2 255246 test30637
2 653325 test30638
2 967069 test30639
2 341229 test30640
2 952634 test30641
2 184682 test30642
2 4309 test30643
2 444333 test30644
2 805259 test30645
2 925461 test30646
2 552373 test30647
2 746322 test30648
2 181857 test30649
1 
2 582631 test30650
2 755226 test30651
2 935291 test30652
2 775595 test30653
2 258365 test30654
2 603247 test30655
2 410307 test30656
2 479466 test30657
2 570836 test30658
2 624313 test30659
2 55722 test30660
2 750542 test30661
2 7101 test30662
2 770381 test30663
2 38884 test30664
2 887164 test30665
2 918460 test30666
2 762721 test30667
2 27774 test30668
2 12465 test30669
2 708611 test30670
2 97855 test30671
2 975785 test30672
2 277120 test30673
2 60422 test30674
2 289109 test30675
2 468261 test30676
2 401783 test30677
2 424443 test30678
2 995754 test30679
2 8971 test30680
2 465696 test30681
2 359728 test30682
2 44139 test30683
2 7031 test30684
2 977379 test30685
2 90824 test30686
2 656867 test30687
2 816784 test30688
2 185225 test30689
2 66451 test30690
2 465034 test30691
2 163957 test30692
2 687643 test30693
2 953353 test30694
2 636468 test30695
2 975493 test30696
2 978793 test30697
2 36067 test30698
2 541930 test30699
1 
2 756875 test30700
2 362662 test30701
2 349335 test30702
2 384086 test30703
2 224261 test30704
2 610416 test30705
2 172718 test30706
2 354327 test30707
2 483855 test30708
2 693678 test30709
2 970243 test30710
2 906677 test30711
2 750961 test30712
2 838931 test30713
2 61722 test30714
2 658414 test30715
2 959809 test30716
2 369855 test30717
2 513754 test30718
2 520815 test30719
2 161654 test30720
2 544964 test30721
2 247144 test30722
2 110110 test30723
2 329227 test30724
2 249989 test30725
2 253858 test30726
2 521364 test30727
2 381196 test30728
2 859899 test30729
2 485045 test30730
2 88168 test30731
2 945793 test30732
2 139217 test30733
2 105564 test30734
2 386919 test30735
2 957876 test30736
2 562671 test30737
2 677494 test30738
2 249951 test30739
2 288799 test30740
2 524885 test30741
2 409922 test30742
2 367578 test30743
2 229943 test30744
2 832477 test30745
2 155897 test30746
2 720168 test30747
2 544207 test30748
2 487779 test30749
1 
2 187271 test30750
2 114966 test30751
2 17451 test30752
2 975424 test30753
2 601896 test30754
2 995707 test30755
2 402274 test30756
2 283825 test30757
2 533788 test30758
2 130352 test30759
2 416366 test30760
2 760790 test30761
2 887686 test30762
2 929439 test30763
2 6420 test30764
2 854423 test30765
2 813863 test30766
2 460212 test30767
2 700394 test30768
2 720993 test30769
2 564337 test30770
2 687281 test30771
2 451978 test30772
2 860174 test30773
2 655691 test30774
2 460702 test30775
2 7634 test30776
2 536483 test30777
2 907040 test30778
2 324957 test30779
2 486292 test30780
2 613874 test30781
2 804644 test30782
2 291036 test30783
2 402209 test30784
2 423648 test30785
2 314405 test30786
2 92643 test30787
2 963629 test30788
2 173441 test30789
2 874633 test30790
2 216333 test30791
2 879903 test30792
2 25823 test30793
2 422250 test30794
2 604051 test30795
2 953272 test30796
2 752730 test30797
2 657163 test30798
2 144132 test30799
1 
2 957341 test30800
2 776489 test30801
2 236469 test30802
2 118033 test30803
2 834 test30804
2 419838 test30805
2 16370 test30806
2 6148 test30807
2 679157 test30808
2 350344 test30809
2 652837 test30810
2 798609 test30811
2 799941 test30812
2 556498 test30813
2 812164 test30814
2 125509 test30815
2 876685 test30816
2 461577 test30817
2 745524 test30818
2 900763 test30819
2 578016 test30820
2 388763 test30821
2 365247 test30822
2 147501 test30823
2 504338 test30824
2 332666 test30825
2 122164 test30826
2 534088 test30827
2 211425 test30828
2 330047 test30829
2 545692 test30830
2 505432 test30831
2 62271 test30832
2 243884 test30833
2 974804 test30834
2 595778 test30835
2 132669 test30836
2 444810 test30837
2 694348 test30838
2 656273 test30839
2 296725 test30840
2 48177 test30841
2 526171 test30842
2 524679 test30843
2 333076 test30844
2 574950 test30845
2 661116 test30846
2 873557 test30847
2 669794 test30848
2 935326 test30849
1 
2 990825 test30850
2 547495 test30851
2 74416 test30852
2 517921 test30853
2 205650 test30854
2 153238 test30855
2 554556 test30856
2 490378 test30857
2 264122 test30858
2 242305 test30859
2 45636 test30860
2 518763 test30861
2 162543 test30862
2 911542 test30863
2 438533 test30864
2 704845 test30865
2 929828 test30866
2 932617 test30867
2 658990 test30868
2 915796 test30869
2 608108 test30870
2 564999 test30871
2 615014 test30872
2 901569 test30873
2 947925 test30874
2 117061 test30875
2 191543 test30876
2 612498 test30877
2 824223 test30878
2 64145 test30879
2 999253 test30880
2 754372 test30881
2 418648 test30882
2 889034 test30883
2 397391 test30884
2 10296 test30885
2 7317 test30886
2 81228 test30887
2 446161 test30888
2 2164 test30889
2 462990 test30890
2 785091 test30891
2 221651 test30892
2 502336 test30893
2 513815 test30894
2 431201 test30895
2 574306 test30896
2 29424 test30897
2 834039 test30898
2 311146 test30899
1 
2 22857 test30900
2 353794 test30901
2 478375 test30902
2 733612 test30903
2 965468 test30904
2 830365 test30905
2 533993 test30906
2 516045 test30907
2 913248 test30908
2 611642 test30909
2 540417 test30910
2 59900 test30911
2 133018 test30912
2 562462 test30913
2 283284 test30914
2 232074 test30915
2 451379 test30916
2 986309 test30917
2 646236 test30918
2 185617 test30919
2 569348 test30920
2 978011 test30921
2 699014 test30922
2 561554 test30923
2 321412 test30924
2 901283 test30925
2 45289 test30926
2 152541 test30927
2 380427 test30928
2 768379 test30929
2 242210 test30930
2 485993 test30931
2 16578 test30932
2 460150 test30933
2 527248 test30934
2 709444 test30935
2 952298 test30936
2 414505 test30937
2 191017 test30938
2 913188 test30939
2 519941 test30940
2 620738 test30941
2 546103 test30942
2 987099 test30943
2 449700 test30944
2 737745 test30945
2 802291 test30946
2 221673 test30947
2 352718 test30948
2 757675 test30949
1 
2 279740 test30950
2 557227 test30951
2 485258 test30952
2 426467 test30953
2 241140 test30954
2 789618 test30955
2 323146 test30956
2 752249 test30957
2 780024 test30958
2 480559 test30959
2 614324 test30960
2 490895 test30961
2 73977 test30962
2 826185 test30963
2 490637 test30964
2 83286 test30965
2 22716 test30966
2 666705 test30967
2 228356 test30968
2 933896 test30969
2 240810 test30970
2 246797 test30971
2 901017 test30972
2 80974 test30973
2 280020 test30974
2 548657 test30975
2 854248 test30976
2 921793 test30977
2 341640 test30978
2 218860 test30979
2 289110 test30980
2 963469 test30981
2 916104 test30982
2 68445 test30983
2 589463 test30984
2 412658 test30985
2 502637 test30986
2 390950 test30987
2 319001 test30988
2 472932 test30989
2 604248 test30990
2 999193 test30991
2 13776 test30992
2 195091 test30993
2 618832 test30994
2 398032 test30995
2 312031 test30996
2 345093 test30997
2 566973 test30998
2 552793 test30999
1 
2 674464 test31000
2 14622 test31001
2 700800 test31002
2 879053 test31003
2 460496 test31004
2 257537 test31005
2 427437 test31006
2 207234 test31007
2 192602 test31008
2 394193 test31009
2 966886 test31010
2 844374 test31011
2 401278 test31012
2 318545 test31013
2 664277 test31014
2 378412 test31015
2 886302 test31016
2 46377 test31017
2 505413 test31018
2 961139 test31019
2 399461 test31020
2 907530 test31021
2 992414 test31022
2 796450 test31023
2 169748 test31024
2 245672 test31025
2 908859 test31026
2 986944 test31027
2 477355 test31028
2 28582 test31029
2 550250 test31030
2 518623 test31031
2 142256 test31032
2 74256 test31033
2 495039 test31034
2 392809 test31035
2 63326 test31036
2 432897 test31037
2 486997 test31038
2 669586 test31039
2 923501 test31040
2 459685 test31041
2 232994 test31042
2 12141 test31043
2 559482 test31044
2 494105 test31045
2 52726 test31046
2 936539 test31047
2 459284 test31048
2 336431 test31049
1 
2 113104 test31050
2 312221 test31051
2 322467 test31052
2 874381 test31053
2 815133 test31054
2 256011 test31055
2 207156 test31056
2 449781 test31057
2 521166 test31058
2 578014 test31059
2 730020 test31060
2 354143 test31061
2 930196 test31062
2 930791 test31063
2 84137 test31064
2 824450 test31065
2 501115 test31066
2 635426 test31067
2 957432 test31068
2 342386 test31069
2 676896 test31070
2 871845 test31071
2 436438 test31072
2 615459 test31073
2 274769 test31074
2 259699 test31075
2 260351 test31076
2 774155 test31077
2 512063 test31078
2 209838 test31079
2 856108 test31080
2 940454 test31081
2 389218 test31082
2 936936 test31083
2 832965 test31084
2 990355 test31085
2 298858 test31086
2 959066 test31087
2 302819 test31088
2 529179 test31089
2 231709 test31090
2 840941 test31091
2 913984 test31092
2 918930 test31093
2 144082 test31094
2 184118 test31095
2 197694 test31096
2 801559 test31097
2 364104 test31098
2 267839 test31099
1 
2 217105 test31100
2 626614 test31101
2 798307 test31102
2 233344 test31103
2 463241 test31104
2 247340 test31105
2 103237 test31106
2 855789 test31107
2 418559 test31108
2 66122 test31109
2 861381 test31110
2 810473 test31111
2 751516 test31112
2 166514 test31113
2 756751 test31114
2 78040 test31115
2 54593 test31116
2 833918 test31117
2 355864 test31118
2 889106 test31119
2 429590 test31120
2 763329 test31121
2 549755 test31122
2 73715 test31123
2 413362 test31124
2 861349 test31125
2 411957 test31126
2 546959 test31127
2 22628 test31128
2 340083 test31129
2 728186 test31130
2 109699 test31131
2 907420 test31132
2 271474 test31133
2 85298 test31134
2 829606 test31135
2 299321 test31136
2 269670 test31137
2 751699 test31138
2 401119 test31139
2 344240 test31140
2 916281 test31141
2 89180 test31142
2 265360 test31143
2 204630 test31144
2 550072 test31145
2 799211 test31146
2 333808 test31147
2 858826 test31148
2 352244 test31149
1 
2 131387 test31150
2 361399 test31151
2 421313 test31152
2 61513 test31153
2 718206 test31154
2 536178 test31155
2 746799 test31156
2 901243 test31157
2 107219 test31158
2 937718 test31159
2 584847 test31160
2 959676 test31161
2 751652 test31162
2 55153 test31163
2 155535 test31164
2 934154 test31165
2 913887 test31166
2 415644 test31167
2 536795 test31168
2 516085 test31169
2 111375 test31170
2 559116 test31171
2 935365 test31172
2 297598 test31173
2 588950 test31174
2 816808 test31175
2 252622 test31176
2 937435 test31177
2 314057 test31178
2 286837 test31179
2 110036 test31180
2 254168 test31181
2 535528 test31182
2 739085 test31183
2 329367 test31184
2 787607 test31185
2 110904 test31186
2 373167 test31187
2 764073 test31188
2 605176 test31189
2 34495 test31190
2 537903 test31191
2 345906 test31192
2 907539 test31193
2 941468 test31194
2 686606 test31195
2 361245 test31196
2 773090 test31197
2 432192 test31198
2 884772 test31199
1 
2 960099 test31200
2 270204 test31201
2 682125 test31202
2 312570 test31203
2 735730 test31204
2 820604 test31205
2 623945 test31206
2 283444 test31207
2 556729 test31208
2 824448 test31209
2 556607 test31210
2 54571 test31211
2 822611 test31212
2 65421 test31213
2 312434 test31214
2 841241 test31215
2 485581 test31216
2 301328 test31217
2 415935 test31218
2 894830 test31219
2 481110 test31220
2 331200 test31221
2 807630 test31222
2 983551 test31223
2 395842 test31224
2 950879 test31225
2 369332 test31226
2 491806 test31227
2 510651 test31228
2 196638 test31229
2 147817 test31230
2 479620 test31231
2 345924 test31232
2 30880 test31233
2 398305 test31234
2 30123 test31235
2 142507 test31236
2 945623 test31237
2 246601 test31238
2 533945 test31239
2 188363 test31240
2 750731 test31241
2 187295 test31242
2 59350 test31243
2 906555 test31244
2 653369 test31245
2 192366 test31246
2 719326 test31247
2 20247 test31248
2 866584 test31249
1 
2 830373 test31250
2 413810 test31251
2 615336 test31252
2 78582 test31253
2 585939 test31254
2 360489 test31255
2 304179 test31256
2 422849 test31257
2 690946 test31258
2 327972 test31259
2 949211 test31260
2 50274 test31261
2 18093 test31262
2 987712 test31263
2 33203 test31264
2 868292 test31265
2 853342 test31266
2 247972 test31267
2 930340 test31268
2 356403 test31269
2 94313 test31270
2 922937 test31271
2 336760 test31272
2 203871 test31273
2 409406 test31274
2 203833 test31275
2 177985 test31276
2 414015 test31277
2 97391 test31278
2 962081 test31279
2 988392 test31280
2 439826 test31281
2 590079 test31282
2 988672 test31283
2 595925 test31284
2 984320 test31285
2 910563 test31286
2 745266 test31287
2 279736 test31288
2 969504 test31289
2 514072 test31290
2 391142 test31291
2 356019 test31292
2 820627 test31293
2 784992 test31294
2 787354 test31295
2 979172 test31296
2 498253 test31297
2 279322 test31298
2 941289 test31299
1 
2 539474 test31300
2 949556 test31301
2 992701 test31302
2 856058 test31303
2 967411 test31304
2 808096 test31305
2 424625 test31306
2 37018 test31307
2 958103 test31308
2 444867 test31309
2 848202 test31310
2 466916 test31311
2 885749 test31312
2 14818 test31313
2 994593 test31314
2 626077 test31315
2 856144 test31316
2 626497 test31317
2 448145 test31318
2 66268 test31319
2 923206 test31320
2 517533 test31321
2 602507 test31322
2 47014 test31323
2 210165 test31324
2 728979 test31325
2 394647 test31326
2 198232 test31327
2 879818 test31328
2 496414 test31329
2 310824 test31330
2 59901 test31331
2 33255 test31332
2 534461 test31333
2 467929 test31334
2 964352 test31335
2 591344 test31336
2 441139 test31337
2 399178 test31338
2 619963 test31339
2 518835 test31340
2 445480 test31341
2 539026 test31342
2 837869 test31343
2 452850 test31344
2 527277 test31345
2 603551 test31346
2 552714 test31347
2 698702 test31348
2 105245 test31349
1 
2 834609 test31350
2 575917 test31351
2 353937 test31352
2 73823 test31353
2 879791 test31354
2 552553 test31355
2 843863 test31356
2 776199 test31357
2 276005 test31358
2 329469 test31359
2 351258 test31360
2 197980 test31361
2 922011 test31362
2 455589 test31363
2 950489 test31364
2 83572 test31365
2 99219 test31366
2 178893 test31367
2 697765 test31368
2 119228 test31369
2 845918 test31370
2 185889 test31371
2 502472 test31372
2 22100 test31373
2 799195 test31374
2 602879 test31375
2 639890 test31376
2 315927 test31377
2 640781 test31378
2 266126 test31379
2 796033 test31380
2 930552 test31381
2 877208 test31382
2 995880 test31383
2 27596 test31384
2 582280 test31385
2 785176 test31386
2 220851 test31387
2 471308 test31388
2 807956 test31389
2 617933 test31390
2 404424 test31391
2 286378 test31392
2 827848 test31393
2 589989 test31394
2 761755 test31395
2 242236 test31396
2 780412 test31397
2 29223 test31398
2 264836 test31399
1 
2 842974 test31400
2 549697 test31401
2 114447 test31402
2 835146 test31403
2 203626 test31404
2 788218 test31405
2 606687 test31406
2 637706 test31407
2 627075 test31408
2 988159 test31409
2 786092 test31410
2 779934 test31411
2 458742 test31412
2 823961 test31413
2 404178 test31414
2 601004 test31415
2 194236 test31416
2 527450 test31417
2 509447 test31418
2 516872 test31419
2 916892 test31420
2 368343 test31421
2 511181 test31422
2 78791 test31423
2 34733 test31424
2 862340 test31425
2 117761 test31426
2 220577 test31427
2 290809 test31428
2 272682 test31429
2 423761 test31430
2 221250 test31431
2 695038 test31432
2 392327 test31433
2 634955 test31434
2 999853 test31435
2 427086 test31436
2 77506 test31437
2 674000 test31438
2 807885 test31439
2 191958 test31440
2 354441 test31441
2 652199 test31442
2 47898 test31443
2 979195 test31444
2 122185 test31445
2 278957 test31446
2 363940 test31447
2 628832 test31448
2 43849 test31449
1 
2 872042 test31450
2 788224 test31451
2 381444 test31452
2 595300 test31453
2 160768 test31454
2 558732 test31455
2 687241 test31456
2 500769 test31457
2 832125 test31458
2 867616 test31459
2 431695 test31460
2 666288 test31461
2 490511 test31462
2 312978 test31463
2 415039 test31464
2 106371 test31465
2 262039 test31466
2 803302 test31467
2 669028 test31468
2 232903 test31469
2 95446 test31470
2 293457 test31471
2 716787 test31472
2 66558 test31473
2 540228 test31474
2 109736 test31475
2 88107 test31476
2 662651 test31477
2 186047 test31478
2 521898 test31479
2 881559 test31480
2 922233 test31481
2 213537 test31482
2 268902 test31483
2 105137 test31484
2 141207 test31485
2 874666 test31486
2 775946 test31487
2 526049 test31488
2 326260 test31489
2 903900 test31490
2 364298 test31491
2 594083 test31492
2 231587 test31493
2 514214 test31494
2 273641 test31495
2 644486 test31496
2 26635 test31497
2 189176 test31498
2 600423 test31499
1 
2 660880 test31500
2 283870 test31501
2 736629 test31502
2 594119 test31503
2 125439 test31504
2 519540 test31505
2 271879 test31506
2 667260 test31507
2 294250 test31508
2 963779 test31509
2 753996 test31510
2 496752 test31511
2 539142 test31512
2 93757 test31513
2 141165 test31514
2 50160 test31515
2 298181 test31516
2 867910 test31517
2 645456 test31518
2 298295 test31519
2 208857 test31520
2 411409 test31521
2 515619 test31522
2 979477 test31523
2 981847 test31524
2 597334 test31525
2 417433 test31526
2 752891 test31527
2 812470 test31528
2 352242 test31529
2 283826 test31530
2 849190 test31531
2 603062 test31532
2 958874 test31533
2 2674 test31534
2 658534 test31535
2 649437 test31536
2 314301 test31537
2 312499 test31538
2 201546 test31539
2 526236 test31540
2 906870 test31541
2 227478 test31542
2 758250 test31543
2 507985 test31544
2 808939 test31545
2 557333 test31546
2 849553 test31547
2 888486 test31548
2 780421 test31549
1 
2 725044 test31550
2 221060 test31551
2 563094 test31552
2 36684 test31553
2 272790 test31554
2 487283 test31555
2 622800 test31556
2 318238 test31557
2 723628 test31558
2 293691 test31559
2 527860 test31560
2 791947 test31561
2 458696 test31562
2 319318 test31563
2 28474 test31564
2 774736 test31565
2 974928 test31566
2 104672 test31567
2 121522 test31568
2 439599 test31569
2 243917 test31570
2 293254 test31571
2 610150 test31572
2 993127 test31573
2 275491 test31574
2 26253 test31575
2 250843 test31576
2 64085 test31577
2 342875 test31578
2 858109 test31579
2 142262 test31580
2 508839 test31581
2 405980 test31582
2 442728 test31583
2 781628 test31584
2 513208 test31585
2 526585 test31586
2 668954 test31587
2 693810 test31588
2 737101 test31589
2 776740 test31590
2 936798 test31591
2 710371 test31592
2 170987 test31593
2 193663 test31594
2 533163 test31595
2 746496 test31596
2 245011 test31597
2 821395 test31598
2 375466 test31599
1 
2 665569 test31600
2 690908 test31601
2 692570 test31602
2 515941 test31603
2 426666 test31604
2 439147 test31605
2 959670 test31606
2 69197 test31607
2 437065 test31608
2 794769 test31609
2 251205 test31610
2 533992 test31611
2 366875 test31612
2 355072 test31613
2 463756 test31614
2 812373 test31615
2 624110 test31616
2 375019 test31617
2 539088 test31618
2 160445 test31619
2 879969 test31620
2 850682 test31621
2 795587 test31622
2 423192 test31623
2 679080 test31624
2 519271 test31625
2 80988 test31626
2 278745 test31627
2 256492 test31628
2 753016 test31629
2 542847 test31630
2 506168 test31631
2 106447 test31632
2 715225 test31633
2 683676 test31634
2 513369 test31635
2 358669 test31636
2 957717 test31637
2 859284 test31638
2 807902 test31639
2 231870 test31640
2 388849 test31641
2 794773 test31642
2 142982 test31643
2 84920 test31644
2 620389 test31645
2 93126 test31646
2 792384 test31647
2 339985 test31648
2 420984 test31649
1 
2 814686 test31650
2 34832 test31651
2 476929 test31652
2 888375 test31653
2 635727 test31654
2 409245 test31655
2 528870 test31656
2 153809 test31657
2 906720 test31658
2 2132 test31659
2 954402 test31660
2 733202 test31661
2 247385 test31662
2 827005 test31663
2 259871 test31664
2 743738 test31665
2 130583 test31666
2 617112 test31667
2 483763 test31668
2 409785 test31669
2 970815 test31670
2 146419 test31671
2 384734 test31672
2 64650 test31673
2 604047 test31674
2 532875 test31675
2 545264 test31676
2 981417 test31677
2 54480 test31678
2 960092 test31679
2 826056 test31680
2 831858 test31681
2 633768 test31682
2 632392 test31683
2 461879 test31684
2 410968 test31685
2 549644 test31686
2 959712 test31687
2 398914 test31688
2 111678 test31689
2 108242 test31690
2 173841 test31691
2 612614 test31692
2 713397 test31693
2 956900 test31694
2 892013 test31695
2 811382 test31696
2 270547 test31697
2 972177 test31698
2 713557 test31699
1 
2 89984 test31700
2 880108 test31701
2 182461 test31702
2 944705 test31703
2 924111 test31704
2 85040 test31705
2 825 test31706
2 399980 test31707
2 738025 test31708
2 630625 test31709
2 477741 test31710
2 344862 test31711
2 309496 test31712
2 718767 test31713
2 490930 test31714
2 641815 test31715
2 438501 test31716
2 89521 test31717
2 556284 test31718
2 438997 test31719
2 545440 test31720
2 740738 test31721
2 62324 test31722
2 600003 test31723
2 201980 test31724
2 116342 test31725
2 909284 test31726
2 245054 test31727
2 853304 test31728
2 713592 test31729
2 641676 test31730
2 651204 test31731
2 321945 test31732
2 16513 test31733
2 523218 test31734
2 849147 test31735
2 782066 test31736
2 771255 test31737
2 723925 test31738
2 240476 test31739
2 975430 test31740
2 177824 test31741
2 163746 test31742
2 898426 test31743
2 363524 test31744
2 393985 test31745
2 251839 test31746
2 945459 test31747
2 1520 test31748
2 553367 test31749
1 
2 808933 test31750
2 163890 test31751
2 953699 test31752
2 444657 test31753
2 36748 test31754
2 158493 test31755
2 699689 test31756
2 307624 test31757
2 229022 test31758
2 797538 test31759
2 814600 test31760
2 407165 test31761
2 765261 test31762
2 799257 test31763
2 248288 test31764
2 498509 test31765
2 52288 test31766
2 199510 test31767
2 443502 test31768
2 901683 test31769
2 771112 test31770
2 146703 test31771
2 198634 test31772
2 956410 test31773
2 641266 test31774
2 120804 test31775
2 481233 test31776
2 425981 test31777
2 927189 test31778
2 232079 test31779
2 426173 test31780
2 885534 test31781
2 88778 test31782
2 69033 test31783
2 427183 test31784
2 265567 test31785
2 5148 test31786
2 996181 test31787
2 879535 test31788
2 631840 test31789
2 420565 test31790
2 304974 test31791
2 950602 test31792
2 445813 test31793
2 865048 test31794
2 244617 test31795
2 608634 test31796
2 802211 test31797
2 908621 test31798
2 793734 test31799
1 
2 976228 test31800
2 394040 test31801
2 975158 test31802
2 968185 test31803
2 948539 test31804
2 352260 test31805
2 754209 test31806
2 270415 test31807
2 851266 test31808
2 384055 test31809
2 870966 test31810
2 889951 test31811
2 260910 test31812
2 769048 test31813
2 264112 test31814
2 453998 test31815
2 543081 test31816
2 522912 test31817
2 288936 test31818
2 151135 test31819
2 833331 test31820
2 498929 test31821
2 903053 test31822
2 775349 test31823
2 585379 test31824
2 23350 test31825
2 69872 test31826
2 689222 test31827
2 334668 test31828
2 192728 test31829
2 164284 test31830
2 278207 test31831
2 249147 test31832
2 856153 test31833
2 147075 test31834
2 252174 test31835
2 95260 test31836
2 537361 test31837
2 422707 test31838
2 507760 test31839
2 306108 test31840
2 498051 test31841
2 275687 test31842
2 503959 test31843
2 859496 test31844
2 600796 test31845
2 456986 test31846
2 455671 test31847
2 470517 test31848
2 289927 test31849
1 
2 768118 test31850
2 635949 test31851
2 507417 test31852
2 7791 test31853
2 465931 test31854
2 9036 test31855
2 37879 test31856
2 623250 test31857
2 863131 test31858
2 789574 test31859
2 267064 test31860
2 45566 test31861
2 641745 test31862
2 330484 test31863
2 818708 test31864
2 969196 test31865
2 920786 test31866
2 483522 test31867
2 780657 test31868
2 513526 test31869
2 516140 test31870
2 714490 test31871
2 955874 test31872
2 491317 test31873
2 608300 test31874
2 378347 test31875
2 783632 test31876
2 936123 test31877
2 593740 test31878
2 438709 test31879
2 73270 test31880
2 24426 test31881
2 664456 test31882
2 462388 test31883
2 708678 test31884
2 685487 test31885
2 478481 test31886
2 619591 test31887
2 464233 test31888
2 540639 test31889
2 576795 test31890
2 360124 test31891
2 359140 test31892
2 231980 test31893
2 731217 test31894
2 500186 test31895
2 166998 test31896
2 125059 test31897
2 779433 test31898
2 718538 test31899
1 
2 955997 test31900
2 789766 test31901
2 350993 test31902
2 540386 test31903
2 962009 test31904
2 648865 test31905
2 695880 test31906
2 16271 test31907
2 14152 test31908
2 868299 test31909
2 695690 test31910
2 660383 test31911
2 973393 test31912
2 357339 test31913
2 344483 test31914
2 94441 test31915
2 903644 test31916
2 665604 test31917
2 627813 test31918
2 538905 test31919
2 965598 test31920
2 968239 test31921
2 86005 test31922
2 18844 test31923
2 814706 test31924
2 866035 test31925
2 41087 test31926
2 842340 test31927
2 91747 test31928
2 125108 test31929
2 619594 test31930
2 420056 test31931
2 747142 test31932
2 304341 test31933
2 751589 test31934
2 125724 test31935
2 996484 test31936
2 320411 test31937
2 464577 test31938
2 141368 test31939
2 679926 test31940
2 91551 test31941
2 37337 test31942
2 886183 test31943
2 350249 test31944
2 715439 test31945
2 47691 test31946
2 842687 test31947
2 388993 test31948
2 596675 test31949
1 
2 737803 test31950
2 748536 test31951
2 899577 test31952
2 283095 test31953
2 347949 test31954
2 82202 test31955
2 327112 test31956
2 344554 test31957
2 564767 test31958
2 757959 test31959
2 800799 test31960
2 322385 test31961
2 144313 test31962
2 268258 test31963
2 963919 test31964
2 882360 test31965
2 899181 test31966
2 371675 test31967
2 357256 test31968
2 495094 test31969
2 132121 test31970
2 192473 test31971
2 562620 test31972
2 644236 test31973
2 626491 test31974
2 247106 test31975
2 733155 test31976
2 69115 test31977
2 863492 test31978
2 236138 test31979
2 124311 test31980
2 891647 test31981
2 567429 test31982
2 331861 test31983
2 653407 test31984
2 831851 test31985
2 396038 test31986
2 33130 test31987
2 285192 test31988
2 454434 test31989
2 262390 test31990
2 12599 test31991
2 354735 test31992
2 86831 test31993
2 212284 test31994
2 590939 test31995
2 757148 test31996
2 68866 test31997
2 547692 test31998
2 49620 test31999
1 
2 350985 test32000
2 811080 test32001
2 569941 test32002
2 844006 test32003
2 602816 test32004
2 106661 test32005
2 421111 test32006
2 15012 test32007
2 562146 test32008
2 834449 test32009
2 502546 test32010
2 819038 test32011
2 714243 test32012
2 707404 test32013
2 944793 test32014
2 687015 test32015
2 555315 test32016
2 145727 test32017
2 440005 test32018
2 140289 test32019
2 465944 test32020
2 354609 test32021
2 995399 test32022
2 27559 test32023
2 715831 test32024
2 648546 test32025
2 81237 test32026
2 834935 test32027
2 616081 test32028
2 432072 test32029
2 158630 test32030
2 327675 test32031
2 586730 test32032
2 218595 test32033
2 315064 test32034
2 64915 test32035
2 149285 test32036
2 577151 test32037
2 351694 test32038
2 234112 test32039
2 127883 test32040
2 645638 test32041
2 218744 test32042
2 343375 test32043
2 307626 test32044
2 847103 test32045
2 207562 test32046
2 224160 test32047
2 698586 test32048
2 490535 test32049
1 
2 192366 test32050
2 683026 test32051
2 373979 test32052
2 756202 test32053
2 588566 test32054
2 381772 test32055
2 628826 test32056
2 551486 test32057
2 509385 test32058
2 657003 test32059
2 899026 test32060
2 693021 test32061
2 853599 test32062
2 266947 test32063
2 798543 test32064
2 463389 test32065
2 39048 test32066
2 72468 test32067
2 758670 test32068
2 651821 test32069
2 342022 test32070
2 656075 test32071
2 312385 test32072
2 183598 test32073
2 787195 test32074
2 517169 test32075
2 195054 test32076
2 359851 test32077
2 299228 test32078
2 158132 test32079
2 936503 test32080
2 297335 test32081
2 915269 test32082
2 393040 test32083
2 387828 test32084
2 395554 test32085
2 81383 test32086
2 553626 test32087
2 657084 test32088
2 877655 test32089
2 816476 test32090
2 474089 test32091
2 704387 test32092
2 5269 test32093
2 802331 test32094
2 636897 test32095
2 546333 test32096
2 387144 test32097
2 764807 test32098
2 955421 test32099
1 
2 221985 test32100
2 149892 test32101
2 841122 test32102
2 563961 test32103
2 356073 test32104
2 776797 test32105
2 920287 test32106
2 566713 test32107
2 905205 test32108
2 481445 test32109
2 688148 test32110
2 785433 test32111
2 822703 test32112
2 575299 test32113
2 275470 test32114
2 854577 test32115
2 618441 test32116
2 574636 test32117
2 172287 test32118
2 324421 test32119
2 17858 test32120
2 787393 test32121
2 351954 test32122
2 214823 test32123
2 373000 test32124
2 832069 test32125
2 944671 test32126
2 282185 test32127
2 733048 test32128
2 433849 test32129
2 475066 test32130
2 642979 test32131
2 625153 test32132
2 711894 test32133
2 968038 test32134
2 383421 test32135
2 294822 test32136
2 738151 test32137
2 739751 test32138
2 805530 test32139
2 999586 test32140
2 886912 test32141
2 975093 test32142
2 307521 test32143
2 722405 test32144
2 590750 test32145
2 690764 test32146
2 252136 test32147
2 607229 test32148
2 255965 test32149
1 
2 335905 test32150
2 552576 test32151
2 572944 test32152
2 862864 test32153
2 791919 test32154
2 530392 test32155
2 716421 test32156
2 104384 test32157
2 49966 test32158
2 194158 test32159
2 196355 test32160
2 940420 test32161
2 599525 test32162
2 994073 test32163
2 734481 test32164
2 855994 test32165
2 200535 test32166
2 248140 test32167
2 325213 test32168
2 310623 test32169
2 399385 test32170
2 213511 test32171
2 784280 test32172
2 767761 test32173
2 258179 test32174
2 687520 test32175
2 254590 test32176
2 110174 test32177
2 680773 test32178
